GENOME 1
3, 3, 5, 0.0746383, 1,
4, 4, 5, 73.3226, 1,
221, 1, 99, 0.396555, 1,
222, 99, 5, 0.291671, 1,
263, 4, 116, 0.25, 1,
264, 116, 5, 68.7121, 1,
301, 4, 132, 0.297565, 1,
302, 132, 116, 4.06088, 1,
312, 1, 136, 0.420511, 1,
313, 136, 99, 2.15861, 0,
331, 136, 116, 0.25, 1,
346, 2, 148, 2.37749, 1,
347, 148, 5, 2.7211, 1,
351, 4, 99, 1.21046, 1,
357, 132, 5, 1.10182, 1,
369, 136, 5, 0.480631, 1,
382, 4, 162, 0.277597, 1,
383, 162, 132, 1.05521, 1,
475, 136, 197, 1.1533, 1,
476, 197, 5, 0.370724, 1,
496, 148, 204, 0.25, 1,
497, 204, 5, 2.32193, 1,
516, 136, 211, -0.939651, 1,
517, 211, 99, 2.61978, 1,
518, 2, 204, 0, 1,
GENOME 10
1, 1, 5, 11.239, 1,
2, 2, 5, 2.78217, 1,
3, 3, 5, 2.45562, 1,
4, 4, 5, 75.0324, 1,
221, 1, 99, 0.25, 1,
222, 99, 5, 0.539695, 1,
263, 4, 116, 0.25, 1,
264, 116, 5, 77.1949, 1,
301, 4, 132, 0.297565, 1,
302, 132, 116, 4.97786, 1,
312, 1, 136, 2.58013, 1,
313, 136, 99, 2.27677, 1,
331, 136, 116, 1.8194, 1,
346, 2, 148, 0.960045, 1,
347, 148, 5, 3.42264, 1,
351, 4, 99, 6.1647, 1,
357, 132, 5, 0.367336, 1,
369, 136, 5, 0.597435, 1,
382, 4, 162, 0.25, 1,
383, 162, 132, 1.0715, 1,
475, 136, 197, 1.1533, 1,
476, 197, 5, 0.370724, 1,
496, 148, 204, 0.527995, 1,
497, 204, 5, 2.82248, 1,
GENOME 11
1, 1, 5, 8.66666, 1,
2, 2, 5, 2.24754, 1,
3, 3, 5, 2.79205, 1,
4, 4, 5, 64.6687, 1,
221, 1, 99, 0.305037, 1,
222, 99, 5, 0.332231, 1,
263, 4, 116, 3.29095, 1,
264, 116, 5, 41.0726, 1,
301, 4, 132, 0.60295, 1,
302, 132, 116, 4.3811, 1,
312, 1, 136, -1.26501, 1,
313, 136, 99, 2.27677, 1,
331, 136, 116, 1.48546, 1,
346, 2, 148, 1.36103, 1,
347, 148, 5, 2.315, 1,
351, 4, 99, 6.1647, 1,
357, 132, 5, 1.09096, 1,
369, 136, 5, 0.72635, 1,
382, 4, 162, 0.300899, 1,
383, 162, 132, 0.923298, 1,
475, 136, 197, 1.49382, 1,
476, 197, 5, 0.370724, 1,
GENOME 12
1, 1, 5, 4.3547, 1,
2, 2, 5, 2.41775, 0,
3, 3, 5, 4.06081, 1,
4, 4, 5, 0.677726, 1,
221, 1, 99, 9.31489, 1,
222, 99, 5, 4.4153, 1,
263, 4, 116, 31.9699, 1,
264, 116, 5, 63.7574, 1,
322, 116, 140, 0.376848, 1,
323, 140, 5, 0.304213, 1,
361, 4, 153, 0.25, 1,
362, 153, 5, 2.76248, 1,
413, 2, 116, 5.71877, 1,
458, 140, 190, 1.37082, 1,
459, 190, 5, 194.694, 1,
502, 2, 206, 1.078, 1,
503, 206, 5, 3.1417, 1,
504, 99, 116, 0, 1,
GENOME 13
1, 1, 5, 0.25, 1,
2, 2, 5, 4.25221, 1,
3, 3, 5, 0.25, 1,
4, 4, 5, 0.71797, 1,
221, 1, 99, 0.298413, 1,
222, 99, 5, 0.25, 1,
263, 4, 116, 34.0791, 1,
264, 116, 5, 37.4363, 1,
322, 116, 140, 6.82379, 1,
323, 140, 5, 0.400231, 1,
361, 4, 153, 0.297797, 1,
362, 153, 5, 2.76248, 1,
413, 2, 116, 4.5373, 1,
460, 153, 191, 1.40956, 1,
461, 191, 5, 3.92146, 1,
481, 140, 191, 0.25, 1,
GENOME 14
1, 1, 5, 4.5497, 1,
2, 2, 5, 4.9166, 1,
3, 3, 5, 0.900672, 1,
4, 4, 5, 0.355733, 1,
221, 1, 99, 0.25, 1,
222, 99, 5, 4.8022, 1,
263, 4, 116, 13.2169, 1,
264, 116, 5, 45.927, 1,
322, 116, 140, 7.21905, 1,
323, 140, 5, 1.56955, 1,
361, 4, 153, 0.307756, 1,
362, 153, 5, 2.76248, 1,
413, 2, 116, 3.2294, 1,
458, 140, 190, 1.57841, 1,
459, 190, 5, 214.348, 1,
GENOME 15
1, 1, 5, 4.31906, 1,
2, 2, 5, 2.41775, 1,
3, 3, 5, 3.37062, 1,
4, 4, 5, 0.947809, 1,
221, 1, 99, 0.25, 1,
222, 99, 5, 0.25, 1,
263, 4, 116, 26.3496, 0,
264, 116, 5, 48.4905, 1,
322, 116, 140, 0.377863, 1,
323, 140, 5, -1.49717, 1,
361, 4, 153, 0.275946, 1,
362, 153, 5, 2.76248, 1,
413, 2, 116, 5.61942, 1,
460, 153, 191, 1.40956, 1,
461, 191, 5, 3.92146, 1,
481, 140, 191, 0.286126, 1,
524, 4, 213, 1, 1,
525, 213, 116, 26.3496, 1,
526, 1, 116, 0, 1,
GENOME 16
1, 1, 5, 0.25, 1,
2, 2, 5, 4.93702, 1,
3, 3, 5, 3.40841, 1,
4, 4, 5, 0.71797, 1,
221, 1, 99, 0.304646, 1,
222, 99, 5, 5.42844, 1,
263, 4, 116, 31.7914, 1,
264, 116, 5, 37.4363, 1,
322, 116, 140, 0.362512, 1,
323, 140, 5, 0.25, 1,
361, 4, 153, -0.753112, 1,
362, 153, 5, 3.11885, 1,
413, 2, 116, 4.68813, 1,
460, 153, 191, 1.76697, 1,
461, 191, 5, -0.369661, 1,
481, 140, 191, 0.25, 1,
GENOME 17
1, 1, 5, 3.76336, 1,
2, 2, 5, 2.41775, 0,
3, 3, 5, 3.60762, 1,
4, 4, 5, 0.817873, 1,
221, 1, 99, 0.511513, 1,
222, 99, 5, 4.4153, 1,
263, 4, 116, 30.9373, 1,
264, 116, 5, 53.5031, 1,
322, 116, 140, 0.43942, 1,
323, 140, 5, 0.304213, 1,
361, 4, 153, 0.25, 1,
362, 153, 5, 3.148, 1,
413, 2, 116, 5.71877, 1,
458, 140, 190, 1.52517, 1,
459, 190, 5, 170.384, 1,
502, 2, 206, 1.25398, 1,
503, 206, 5, 3.1417, 1,
504, 99, 116, 0.25, 1,
GENOME 18
1, 1, 5, 3.76336, 1,
2, 2, 5, 2.41775, 0,
3, 3, 5, 4.13574, 1,
4, 4, 5, 0.677726, 1,
221, 1, 99, 1.11461, 1,
222, 99, 5, 5.43384, 1,
263, 4, 116, 27.7531, 1,
264, 116, 5, 53.5031, 1,
322, 116, 140, 0.376848, 1,
323, 140, 5, 0.304213, 1,
361, 4, 153, 0.25, 1,
362, 153, 5, 2.76248, 1,
413, 2, 116, 7.40034, 1,
458, 140, 190, 1.64741, 1,
459, 190, 5, 221.086, 1,
502, 2, 206, 1.25398, 1,
503, 206, 5, 3.1417, 1,
504, 99, 116, 0.25, 1,
GENOME 19
1, 1, 5, 4.88974, 1,
2, 2, 5, 2.41775, 0,
3, 3, 5, 4.3342, 1,
4, 4, 5, 0.677726, 1,
221, 1, 99, 9.1795, 1,
222, 99, 5, 4.4153, 1,
263, 4, 116, 34.4143, 1,
264, 116, 5, 53.5031, 1,
322, 116, 140, 0.454066, 1,
323, 140, 5, 0.304213, 1,
361, 4, 153, 0.25, 1,
362, 153, 5, 3.56255, 1,
413, 2, 116, 5.71877, 1,
458, 140, 190, 1.37082, 1,
459, 190, 5, 170.384, 1,
502, 2, 206, 1.25398, 1,
503, 206, 5, 3.1417, 1,
504, 99, 116, 0.25, 1,
GENOME 20
1, 1, 5, 3.76336, 1,
2, 2, 5, 3.08734, 0,
3, 3, 5, 3.60762, 1,
4, 4, 5, 0.75904, 1,
221, 1, 99, 8.23618, 1,
222, 99, 5, 4.4153, 1,
263, 4, 116, 27.7531, 1,
264, 116, 5, 53.5031, 1,
322, 116, 140, 0.376848, 1,
323, 140, 5, 0.359653, 1,
361, 4, 153, 0.25, 1,
362, 153, 5, 3.06631, 1,
413, 2, 116, 7.17664, 1,
458, 140, 190, 1.37082, 1,
459, 190, 5, 198.369, 1,
502, 2, 206, 1.19411, 1,
503, 206, 5, 3.70557, 1,
504, 99, 116, 0, 1,
527, 4, 99, 0, 1,
GENOME 21
1, 1, 5, 3.76336, 1,
2, 2, 5, 2.41775, 0,
3, 3, 5, 4.4453, 1,
4, 4, 5, 0.677726, 1,
221, 1, 99, 10.0714, 1,
222, 99, 5, 4.4153, 1,
263, 4, 116, 27.7531, 1,
264, 116, 5, 64.2603, 1,
322, 116, 140, 0.376848, 1,
323, 140, 5, 1.48355, 1,
361, 4, 153, -1.54693, 1,
362, 153, 5, 2.76248, 1,
413, 2, 116, 6.75384, 1,
458, 140, 190, 1.37082, 1,
459, 190, 5, 170.384, 1,
502, 2, 206, 1.51438, 0,
503, 206, 5, 3.1417, 1,
504, 99, 116, 0.25, 1,
528, 2, 214, 1, 1,
529, 214, 206, 1.51438, 1,
GENOME 22
1, 1, 5, 4.78662, 1,
2, 2, 5, 2.41775, 0,
3, 3, 5, 4.66988, 1,
4, 4, 5, 0.677726, 1,
221, 1, 99, 9.38624, 1,
222, 99, 5, -1.93935, 1,
263, 4, 116, 30.8792, 1,
264, 116, 5, 59.2366, 1,
322, 116, 140, -2.9443, 1,
323, 140, 5, 0.304213, 1,
361, 4, 153, 0.25, 1,
362, 153, 5, 2.76248, 1,
413, 2, 116, 5.71877, 1,
458, 140, 190, 1.37082, 1,
459, 190, 5, 170.384, 1,
502, 2, 206, 1.38205, 1,
503, 206, 5, 3.1417, 1,
504, 99, 116, 0.25, 1,
GENOME 23
1, 1, 5, 4.70023, 1,
2, 2, 5, 2.41775, 0,
3, 3, 5, 3.60762, 1,
4, 4, 5, 0.677726, 1,
221, 1, 99, 8.23618, 1,
222, 99, 5, 4.4153, 1,
263, 4, 116, 27.7531, 1,
264, 116, 5, 53.5031, 1,
322, 116, 140, 0.376848, 1,
323, 140, 5, 0.34739, 1,
361, 4, 153, 0.25, 1,
362, 153, 5, 2.76248, 1,
413, 2, 116, 5.71877, 1,
458, 140, 190, 1.37082, 1,
459, 190, 5, 170.384, 1,
502, 2, 206, 1.25398, 1,
503, 206, 5, 3.1417, 1,
504, 99, 116, 0.25, 0,
530, 99, 215, 1, 1,
531, 215, 116, 0.25, 1,
GENOME 24
1, 1, 5, 4.5722, 1,
2, 2, 5, 2.41775, 0,
3, 3, 5, 3.99461, 1,
4, 4, 5, 0.677726, 1,
221, 1, 99, 8.23618, 1,
222, 99, 5, 4.4153, 1,
263, 4, 116, 27.7531, 1,
264, 116, 5, 65.7097, 1,
322, 116, 140, 0.376848, 1,
323, 140, 5, -1.43503, 1,
361, 4, 153, 0.25, 1,
362, 153, 5, -0.487555, 1,
413, 2, 116, 5.71877, 1,
458, 140, 190, 1.37082, 1,
459, 190, 5, -0.470763, 1,
502, 2, 206, 1.25398, 1,
503, 206, 5, 3.1417, 1,
504, 99, 116, 0.25, 1,
532, 3, 140, 0, 1,
GENOME 25
1, 1, 5, 27.015, 1,
2, 2, 5, 1.27461, 1,
3, 3, 5, 0.480853, 1,
4, 4, 5, 77.8924, 1,
409, 4, 172, 2.27098, 1,
410, 172, 5, 51.2812, 1,
422, 2, 176, 0.25, 1,
423, 176, 5, 1.2171, 1,
GENOME 26
1, 1, 5, 4.02132, 1,
2, 2, 5, 0.296431, 1,
3, 3, 5, 1.42411, 1,
4, 4, 5, 0.25, 1,
221, 1, 99, 1.17884, 1,
222, 99, 5, 0.38724, 1,
263, 4, 116, 20.9792, 1,
264, 116, 5, 0.319403, 1,
322, 116, 140, 5.62594, 1,
323, 140, 5, 82.4947, 1,
361, 4, 153, 0.280541, 1,
362, 153, 5, 7.02077, 1,
413, 2, 116, 3.65716, 1,
GENOME 27
1, 1, 5, 0.3464, 1,
2, 2, 5, 0.25, 1,
3, 3, 5, -0.966422, 1,
4, 4, 5, 0.645622, 1,
221, 1, 99, 0.429608, 1,
222, 99, 5, 1.29961, 0,
263, 4, 116, 1.03288, 1,
264, 116, 5, 40.0747, 1,
322, 116, 140, 4.15506, 1,
323, 140, 5, 140.992, 1,
361, 4, 153, 0.284088, 1,
362, 153, 5, 1.24922, 1,
413, 2, 116, 3.2294, 1,
510, 3, 116, 0.25, 1,
533, 99, 216, 1, 1,
534, 216, 5, 1.29961, 1,
GENOME 28
1, 1, 5, 0.371325, 1,
2, 2, 5, 0.341847, 1,
3, 3, 5, 1.87243, 1,
4, 4, 5, 2.9733, 1,
221, 1, 99, 0.324812, 1,
222, 99, 5, 1.39467, 1,
263, 4, 116, -2.49065, 1,
264, 116, 5, 45.2698, 0,
322, 116, 140, 5.37524, 1,
323, 140, 5, 125.557, 1,
361, 4, 153, 0.25, 1,
362, 153, 5, 1.05658, 1,
413, 2, 116, 4.71469, 1,
510, 3, 116, 0.25, 1,
535, 116, 217, 1, 1,
536, 217, 5, 45.2698, 1,
GENOME 29
1, 1, 5, 4.8483, 1,
2, 2, 5, 0.307422, 1,
3, 3, 5, 1.0376, 1,
4, 4, 5, 0.410768, 1,
221, 1, 99, 1.17884, 1,
222, 99, 5, 0.275115, 1,
263, 4, 116, 25.7349, 1,
264, 116, 5, 0.401887, 1,
322, 116, 140, 6.66096, 1,
323, 140, 5, 2.43175, 1,
361, 4, 153, 0.302083, 1,
362, 153, 5, 0.783277, 1,
413, 2, 116, 3.2294, 1,
GENOME 30
1, 1, 5, 0.480944, 1,
2, 2, 5, 0.296431, 1,
3, 3, 5, 1.42411, 1,
4, 4, 5, 0.25, 1,
221, 1, 99, 2.47549, 1,
222, 99, 5, 0.340945, 1,
263, 4, 116, 20.9792, 1,
264, 116, 5, 0.38709, 1,
322, 116, 140, 4.71992, 1,
323, 140, 5, 82.4947, 1,
361, 4, 153, 0.25, 1,
362, 153, 5, 9.1712, 1,
413, 2, 116, 0.197835, 1,
GENOME 31
1, 1, 5, 0.25, 1,
2, 2, 5, 1.95314, 1,
3, 3, 5, 2.82975, 1,
4, 4, 5, 0.295943, 1,
221, 1, 99, 1.17884, 1,
222, 99, 5, 0.381787, 1,
263, 4, 116, 1.74486, 1,
264, 116, 5, 0.319403, 1,
322, 116, 140, -0.902479, 1,
323, 140, 5, 82.4947, 1,
361, 4, 153, 0.314364, 1,
362, 153, 5, 8.75963, 1,
413, 2, 116, 4.83136, 1,
460, 153, 191, 1.65955, 1,
461, 191, 5, 4.66861, 1,
481, 140, 191, 0.25, 1,
GENOME 32
1, 1, 5, 4.02132, 1,
2, 2, 5, 0.296431, 1,
3, 3, 5, 1.42411, 1,
4, 4, 5, 0.410768, 1,
221, 1, 99, -1.74319, 1,
222, 99, 5, 0.499969, 1,
263, 4, 116, 23.7703, 1,
264, 116, 5, 0.319403, 1,
322, 116, 140, 5.62594, 1,
323, 140, 5, 82.4947, 1,
361, 4, 153, 0.302083, 1,
362, 153, 5, 7.8867, 1,
413, 2, 116, 3.2294, 1,
537, 2, 153, 0, 1,
GENOME 33
1, 1, 5, 4.02132, 1,
2, 2, 5, 0.33282, 1,
3, 3, 5, 1.42411, 1,
4, 4, 5, 0.30366, 1,
221, 1, 99, 1.40399, 1,
222, 99, 5, 0.366938, 1,
263, 4, 116, 25.2801, 1,
264, 116, 5, 0.362042, 1,
322, 116, 140, 5.62594, 1,
323, 140, 5, 82.4947, 1,
361, 4, 153, 0.32708, 1,
362, 153, 5, 7.9362, 1,
413, 2, 116, 3.2294, 1,
460, 153, 191, 1.67754, 1,
461, 191, 5, 5.07329, 1,
481, 140, 191, 0.25, 1,
GENOME 34
1, 1, 5, 0.25, 1,
2, 2, 5, 0.296431, 1,
3, 3, 5, 2.82975, 1,
4, 4, 5, 0.25, 1,
221, 1, 99, 0.314887, 1,
222, 99, 5, 0.38724, 1,
263, 4, 116, 20.9792, 1,
264, 116, 5, 0.293054, 1,
322, 116, 140, 5.76376, 1,
323, 140, 5, 103.271, 1,
361, 4, 153, 0.25, 1,
362, 153, 5, 8.3194, 1,
413, 2, 116, 3.97201, 1,
460, 153, 191, 1.41788, 1,
461, 191, 5, 4.9098, 1,
481, 140, 191, 0.25, 1,
GENOME 35
1, 1, 5, 4.02132, 1,
2, 2, 5, 0.371464, 1,
3, 3, 5, 3.2463, 1,
4, 4, 5, 0.25, 1,
221, 1, 99, 0.28294, 1,
222, 99, 5, 2.71197, 1,
263, 4, 116, 19.5202, 1,
264, 116, 5, 0.319403, 1,
322, 116, 140, 5.76376, 1,
323, 140, 5, 82.4947, 1,
361, 4, 153, 0.281177, 1,
362, 153, 5, 2.04603, 1,
413, 2, 116, 3.97201, 1,
460, 153, 191, 2.87406, 1,
461, 191, 5, 4.84793, 1,
481, 140, 191, 0.25, 1,
GENOME 36
1, 1, 5, -1.09172, 1,
2, 2, 5, 0.25, 1,
3, 3, 5, 0.709079, 1,
4, 4, 5, 0.410768, 1,
221, 1, 99, 1.40808, 1,
222, 99, 5, 0.31632, 1,
263, 4, 116, 26.8981, 1,
264, 116, 5, 0.293054, 1,
322, 116, 140, 4.71992, 1,
323, 140, 5, 92.5619, 1,
361, 4, 153, 0.348391, 1,
362, 153, 5, 7.8867, 1,
413, 2, 116, 5.64745, 1,
460, 153, 191, 1.41788, 1,
461, 191, 5, -1.32942, 1,
481, 140, 191, 0.25, 1,
GENOME 37
1, 1, 5, 4.4545, 1,
2, 2, 5, 0.25, 1,
3, 3, 5, 1.68834, 1,
4, 4, 5, 0.309445, 1,
221, 1, 99, 0.25, 1,
222, 99, 5, 0.370549, 1,
263, 4, 116, 20.9792, 1,
264, 116, 5, 0.401893, 1,
322, 116, 140, 6.34079, 1,
323, 140, 5, 82.4947, 1,
361, 4, 153, 0.25, 1,
362, 153, 5, 8.92182, 1,
413, 2, 116, 4.15961, 1,
460, 153, 191, 1.41788, 1,
461, 191, 5, 4.47808, 1,
481, 140, 191, 0.25, 1,
GENOME 38
1, 1, 5, 4.02132, 1,
2, 2, 5, 0.296431, 1,
3, 3, 5, 1.42411, 1,
4, 4, 5, 0.25, 1,
221, 1, 99, 0.299784, 1,
222, 99, 5, 0.496327, 1,
263, 4, 116, 22.8315, 1,
264, 116, 5, 0.319403, 1,
322, 116, 140, 6.43004, 1,
323, 140, 5, 82.4947, 1,
361, 4, 153, 0.25, 1,
362, 153, 5, 1.87048, 1,
413, 2, 116, 3.97201, 1,
460, 153, 191, 1.41788, 1,
461, 191, 5, 4.8239, 1,
481, 140, 191, 0.322585, 1,
